"event.id","turtle.id","frequency","date","time","session","month","year","season","visible","behaviour","elev","habitat","waterDepth","streamWidth","gravel","pebble","cobble","boulder","litter","canopy","status"
10002,"54","173.641",2020-05-16,2020-05-16 10:42:00,"Day","May","2020","2020 Wet Season",TRUE,"Underwater",150,"Pool",35,1.597,80,0,0,20,100,92.39,1
10003,"18","173.405",2020-05-16,2020-05-16 14:03:00,"Day","May","2020","2020 Wet Season",FALSE,"Underwater",213,"Pool",6,3.653,20,0,0,80,10,57.557,1
10005,"18","173.405",2020-05-18,2020-05-18 22:31:00,"Night","May","2020","2020 Wet Season",TRUE,"Underwater",173,"Pool",2,3.957,0,10,20,70,0,NA,1
10007,"54","173.641",2020-05-25,2020-05-25 20:11:00,"Night","May","2020","2020 Wet Season",TRUE,"Underwater",156,"Pool",21,1.865,30,0,0,70,5,NA,1
10008,"18","173.405",2020-05-25,2020-05-25 23:04:00,"Night","May","2020","2020 Wet Season",FALSE,"Underwater",185,"Pool",14,3.128,40,0,0,60,20,NA,1
10009,"54","173.641",2020-05-27,2020-05-27 11:15:00,"Day","May","2020","2020 Wet Season",FALSE,"Underwater",158,"Pool",4,1.495,0,0,0,100,0,86.09,1
10010,"18","173.405",2020-05-27,2020-05-27 14:12:00,"Day","May","2020","2020 Wet Season",FALSE,"Underwater",195,"Pool",25,1.118,0,0,0,100,0,90.333,1
10011,"54","173.641",2020-05-29,2020-05-29 10:13:00,"Day","May","2020","2020 Wet Season",FALSE,"Underwater",146,"Pool",2,1.366,0,0,0,100,0,89.081,1
10012,"18","173.405",2020-05-29,2020-05-29 12:11:00,"Day","May","2020","2020 Wet Season",FALSE,"Underwater",220,"Pool",57,1.147,0,0,0,100,10,91.849,1
10013,"54","173.641",2020-05-30,2020-05-30 19:48:00,"Night","May","2020","2020 Wet Season",FALSE,"Underwater",156,"Pool",33,3.568,40,0,10,50,0,NA,1
10014,"18","173.405",2020-05-30,2020-05-30 22:16:00,"Night","May","2020","2020 Wet Season",FALSE,"Underwater",218,"Pool",8,1.112,80,20,0,0,0,NA,1
10017,"18","173.405",2020-06-02,2020-06-02 19:24:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",224,"Pool",21,1.244,0,0,0,100,0,NA,1
10018,"23","172.476",2020-06-02,2020-06-02 20:13:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",188,"Pool",25,2.586,20,10,20,50,0,NA,1
10019,"54","173.641",2020-06-02,2020-06-02 21:17:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",159,"Pool",9,1.389,0,0,0,100,0,NA,1
10020,"18","173.405",2020-06-04,2020-06-04 09:43:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",199,"Pool",47,3.749,0,0,0,100,0,88.554,1
10021,"23","172.476",2020-06-04,2020-06-04 12:08:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",198,"Pool",52,1.741,20,10,0,70,10,90.801,1
10023,"18","173.405",2020-06-05,2020-06-05 20:04:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",223,"Pool",57,3.4,5,5,15,75,0,NA,1
10024,"23","172.476",2020-06-05,2020-06-05 21:02:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",190,"Pool",38,0.757,10,0,0,90,0,NA,1
10025,"54","173.641",2020-06-05,2020-06-05 22:16:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",149,"Pool",7,1.454,0,0,0,100,0,NA,1
10026,"23","172.476",2020-06-08,2020-06-08 19:34:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",193,"Pool",40,3.903,10,0,20,70,10,NA,1
10027,"25","173.435",2020-06-08,2020-06-08 20:24:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",183,"Pool",27,3.252,100,0,0,0,0,NA,1
10028,"18","173.405",2020-06-08,2020-06-08 21:26:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",196,"Pool",21,3.764,40,0,0,60,0,NA,1
10030,"37","173.415",2020-06-10,2020-06-10 11:12:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",195,"Pool",12,3.769,20,40,10,30,0,85.354,1
10031,"25","173.435",2020-06-10,2020-06-10 12:35:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",199,"Pool",18,3.135,100,0,0,0,0,89.686,1
10032,"23","172.476",2020-06-10,2020-06-10 13:34:00,"Day","June","2020","2020 Wet Season",TRUE,"Underwater",203,"Pool",11,1.782,20,0,0,80,10,92.933,1
10033,"18","173.405",2020-06-10,2020-06-10 14:33:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",194,"Pool",21,3.459,60,0,20,20,10,60.702,1
10034,"54","173.641",2020-06-10,2020-06-10 16:36:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",135,"Pool",100,6.04,100,0,0,0,100,88.456,1
10036,"37","173.415",2020-06-12,2020-06-12 20:47:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",238,"Pool",7,3.249,30,0,40,30,10,NA,1
10037,"23","172.476",2020-06-12,2020-06-12 21:34:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",222,"Pool",7,1.767,100,0,0,0,0,NA,1
10038,"25","173.435",2020-06-12,2020-06-12 22:05:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",215,"Pool",16,3.362,100,0,0,0,0,NA,1
10039,"18","173.405",2020-06-12,2020-06-12 22:46:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",179,"Pool",56,6.259,10,30,20,40,10,NA,1
10040,"54","173.641",2020-06-12,2020-06-12 23:46:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",150,"Pool",100,5.951,100,0,0,0,0,NA,1
10043,"25","173.435",2020-06-16,2020-06-16 09:35:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",182,"Pool",15,3.378,100,0,0,0,0,91.202,1
10044,"37","173.415",2020-06-16,2020-06-16 10:25:00,"Day","June","2020","2020 Wet Season",TRUE,"Overland",203,"Pool",0,1.81,40,0,20,40,0,84.696,1
10045,"23","172.476",2020-06-16,2020-06-16 11:36:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",218,"Pool",16,3.007,30,30,40,0,0,86.805,1
10049,"18","173.405",2020-06-16,2020-06-16 15:21:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",191,"Pool",100,5.057,100,0,0,0,100,37.978,1
10050,"54","173.641",2020-06-16,2020-06-16 16:34:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",169,"Pool",100,2.689,30,20,0,50,10,90.185,1
10051,"54","173.641",2020-06-19,2020-06-19 19:29:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",156,"Run",1,1.086,70,10,20,0,0,NA,1
10052,"18","173.405",2020-06-19,2020-06-19 19:59:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",176,"Pool",53,5.188,0,20,80,0,20,NA,1
10053,"25","173.435",2020-06-19,2020-06-19 20:34:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",204,"Run",14,3.424,100,0,0,0,0,NA,1
10054,"37","173.415",2020-06-19,2020-06-19 20:52:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",205,"Pool",0,3.033,60,10,30,0,0,NA,1
10055,"23","172.476",2020-06-19,2020-06-19 21:41:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",217,"Riffle",6,2.846,15,40,30,15,0,NA,1
10056,"56","173.604",2020-06-19,2020-06-19 22:43:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",224,"Pool",11,1.281,80,0,0,20,0,NA,1
10061,"54","173.641",2020-06-22,2020-06-22 11:36:00,"Day","June","2020","2020 Wet Season",TRUE,"Underwater",350,"Pool",48,1.973,0,0,10,90,60,92.404,1
10062,"18","173.405",2020-06-22,2020-06-22 12:29:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",185,"Pool",100,4.525,0,0,80,20,0,49.602,1
10063,"25","173.435",2020-06-22,2020-06-22 13:18:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",203,"Pool",8,3.269,0,40,60,0,0,89.688,1
10064,"37","173.415",2020-06-22,2020-06-22 14:01:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",194,"Pool",7,3.476,10,20,20,50,20,83.294,1
10065,"23","172.476",2020-06-22,2020-06-22 15:04:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",205,"Run",10,2.586,50,10,0,40,40,90.381,1
10066,"56","173.604",2020-06-22,2020-06-22 16:43:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",213,"Pool",34,3.584,50,30,20,0,10,83.862,1
10067,"58","173.514",2020-06-22,2020-06-22 17:30:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",239,"Riffle",12,2.636,0,0,30,70,20,77.56,1
10068,"32","172.454",2020-06-22,2020-06-22 18:12:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",240,"Pool",31,2.314,40,40,20,0,0,86.07,1
10071,"25","173.435",2020-06-25,2020-06-25 19:15:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",157,"Pool",18,3.011,30,10,60,0,0,NA,1
10072,"37","173.415",2020-06-25,2020-06-25 19:44:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",180,"Pool",33,2.306,10,0,0,90,0,NA,1
10073,"23","172.476",2020-06-25,2020-06-25 20:09:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",197,"Run",11,1.814,20,0,20,60,80,NA,1
10074,"56","173.604",2020-06-25,2020-06-25 20:36:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",213,"Pool",15,3.978,70,0,30,0,80,NA,1
10075,"58","173.514",2020-06-25,2020-06-25 20:59:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",230,"Pool",21,2.85,10,10,40,40,10,NA,1
10077,"32","172.454",2020-06-25,2020-06-25 21:38:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",231,"Pool",8,1.545,100,0,0,0,20,NA,1
10080,"54","173.641",2020-06-25,2020-06-25 23:07:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",151,"Pool",46,1.928,0,0,30,70,20,NA,1
10081,"18","173.405",2020-06-25,2020-06-25 23:42:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",167,"Pool",28,2.369,30,40,30,0,30,NA,1
10082,"25","173.435",2020-06-27,2020-06-27 09:41:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",179,"Pool",20,2.73,10,30,60,0,0,91.539,1
10083,"37","173.415",2020-06-27,2020-06-27 10:06:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",197,"Pool",28,2.529,0,0,10,90,0,87.857,1
10084,"23","172.476",2020-06-27,2020-06-27 10:38:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",196,"Run",12,2.25,10,10,20,60,60,93.547,1
10085,"56","173.604",2020-06-27,2020-06-27 11:32:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",189,"Pool",18,3.561,0,10,30,60,60,86.801,1
10086,"58","173.514",2020-06-27,2020-06-27 12:10:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",216,"Pool",24,1.18,60,0,0,40,0,86.947,1
10087,"61","172.215",2020-06-27,2020-06-27 12:38:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",232,"Pool",33,1.807,40,0,20,40,10,86.957,1
10088,"32","172.454",2020-06-27,2020-06-27 13:13:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",239,"Pool",45,2.101,20,10,70,0,10,88.689,1
10089,"62","172.325",2020-06-27,2020-06-27 13:50:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",243,"Run",10,1.407,0,0,100,0,100,91.553,1
10091,"54","173.641",2020-06-27,2020-06-27 15:33:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",169,"Pool",100,2.545,0,20,80,0,0,89.235,1
10092,"18","173.405",2020-06-27,2020-06-27 16:39:00,"Day","June","2020","2020 Wet Season",FALSE,"Underwater",188,"Pool",23,2.883,20,20,60,0,10,92.103,1
10093,"54","173.641",2020-06-29,2020-06-29 20:20:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",161,"Run",0,1.058,40,0,0,60,0,NA,1
10094,"25","173.435",2020-06-29,2020-06-29 20:58:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",178,"Pool",22,2.628,40,20,40,0,0,NA,1
10095,"18","173.405",2020-06-29,2020-06-29 21:14:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",183,"Pool",52,1.282,0,0,25,75,40,NA,1
10096,"37","173.415",2020-06-29,2020-06-29 21:37:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",188,"Pool",47,3.571,20,0,80,0,0,NA,1
10097,"23","172.476",2020-06-29,2020-06-29 22:10:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",195,"Run",18,0.026,40,0,0,60,0,NA,1
10098,"56","173.604",2020-06-29,2020-06-29 22:49:00,"Night","June","2020","2020 Wet Season",FALSE,"Underwater",214,"Pool",19,3.634,20,0,10,70,100,NA,1
10099,"58","173.514",2020-06-29,2020-06-29 23:15:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",233,"Pool",13,1.178,70,10,20,0,0,NA,1
10101,"32","172.454",2020-06-29,2020-06-29 23:57:00,"Night","June","2020","2020 Wet Season",TRUE,"Underwater",241,"Pool",10,0.905,70,0,0,30,0,NA,1
11714,"45","172.734",2021-09-02,2021-09-02 08:53:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",200,"Run",6,2.353,10,0,20,70,5,89.353,1
11715,"21","172.345",2021-09-02,2021-09-02 09:15:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",189,"Pool",12,1.669,15,0,0,85,0,84.428,1
11716,"43","172.162",2021-09-02,2021-09-02 09:39:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",195,"Pool",43,2.771,100,0,0,0,20,94.563,1
11717,"61","172.215",2021-09-02,2021-09-02 10:10:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",225,"Pool",44,2.209,10,0,30,60,10,93.913,1
11718,"71","172.524",2021-09-02,2021-09-02 10:37:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",245,"Pool",6,1.921,20,0,0,80,0,94.14,1
11719,"73","172.398",2021-09-02,2021-09-02 11:46:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",172,"Pool",73,4.006,10,0,0,90,0,42.032,1
11720,"21","172.345",2021-09-07,2021-09-07 08:39:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",202,"Pool",7,3.61,20,0,0,80,0,85.231,1
11721,"45","172.734",2021-09-07,2021-09-07 09:12:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",194,"Pool",14,1.755,10,0,0,90,0,84.521,1
11722,"43","172.162",2021-09-07,2021-09-07 09:27:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",194,"Run",13,2.603,20,10,30,40,5,79.772,1
11723,"61","172.215",2021-09-07,2021-09-07 10:21:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",229,"Pool",50,2.251,10,0,20,70,20,93.847,1
11724,"71","172.524",2021-09-07,2021-09-07 10:47:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",248,"Pool",6,2.128,20,0,0,80,0,94.115,1
11725,"73","172.398",2021-09-07,2021-09-07 11:32:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",178,"Pool",100,5.056,0,0,0,100,10,45.942,1
11726,"21","172.345",2021-09-14,2021-09-14 08:43:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",199,"Pool",19,3.622,10,10,10,70,10,87.121,1
11727,"45","172.734",2021-09-14,2021-09-14 09:08:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",199,"Pool",12,1.75,10,0,0,90,0,86.988,1
11728,"61","172.215",2021-09-14,2021-09-14 10:02:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",234,"Pool",52,2.048,10,0,20,70,20,93.951,1
11729,"71","172.524",2021-09-14,2021-09-14 10:48:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",245,"Pool",19,1.061,30,10,0,60,10,93.208,1
11730,"73","172.398",2021-09-14,2021-09-14 13:53:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",140,"Pool",74,4.417,10,0,0,90,0,44.161,1
11731,"21","172.345",2021-09-20,2021-09-20 09:09:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",187,"Pool",21,3.681,50,0,20,30,30,88.744,1
11732,"45","172.734",2021-09-20,2021-09-20 09:33:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",189,"Pool",14,1.553,10,0,0,90,0,88.771,1
11733,"61","172.215",2021-09-20,2021-09-20 10:03:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",227,"Pool",55,2.048,60,0,0,40,60,93.794,1
11734,"71","172.524",2021-09-20,2021-09-20 10:47:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",254,"Pool",5,1.908,20,0,0,80,0,94.294,1
11735,"73","172.398",2021-09-20,2021-09-20 12:16:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",160,"Pool",12,2.813,30,0,0,70,0,92.177,1
11736,"21","172.345",2021-09-28,2021-09-28 08:45:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",189,"Pool",19,3.821,20,40,0,40,20,85.341,1
11737,"45","172.734",2021-09-28,2021-09-28 09:19:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",192,"Pool",12,1.423,10,0,0,90,0,87.237,1
11738,"61","172.215",2021-09-28,2021-09-28 10:03:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",226,"Pool",3,1.733,60,0,0,40,0,90.679,1
11739,"71","172.524",2021-09-28,2021-09-28 10:08:00,"Day","September","2021","2021 Mating Season",FALSE,"Underwater",233,"Run",5,2.252,50,0,0,50,0,93.151,1
11740,"73","172.398",2021-09-28,2021-09-28 11:01:00,"Day","September","2021","2021 Mating Season",TRUE,"Underwater",167,"Pool",39,2.28,30,20,0,50,0,87.148,1
11741,"21","172.345",2021-10-05,2021-10-05 08:42:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",194,"Pool",19,3.671,20,40,0,40,20,87.37,1
11742,"45","172.734",2021-10-05,2021-10-05 09:14:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",215,"Pool",11,1.824,30,0,0,70,0,93.038,1
11743,"71","172.524",2021-10-05,2021-10-05 10:00:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",231,"Riffle",0,2.485,0,0,0,100,0,92.404,1
11744,"61","172.215",2021-10-05,2021-10-05 10:28:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",234,"Pool",46,1.842,0,0,20,80,10,93.47,1
11745,"73","172.398",2021-10-05,2021-10-05 12:10:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",161,"Pool",23,1.438,20,0,10,70,20,95.64,1
11746,"21","172.345",2021-10-15,2021-10-15 08:51:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",190,"Pool",54,1.687,10,0,40,50,0,84.244,1
11747,"45","172.734",2021-10-15,2021-10-15 09:27:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",202,"Pool",53,2.813,100,0,0,0,0,97.448,1
11748,"71","172.524",2021-10-15,2021-10-15 10:05:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",184,"Run",20,7.296,20,0,30,50,0,95.182,1
11749,"61","172.215",2021-10-15,2021-10-15 11:19:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",246,"Pool",56,3.239,60,0,0,40,0,94.649,1
11750,"73","172.398",2021-10-15,2021-10-15 12:19:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",170,"Pool",79,5.432,0,0,0,100,0,47.347,1
11751,"21","172.345",2021-10-20,2021-10-20 08:42:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",196,"Pool",12,3.674,30,10,0,60,0,90.441,1
11752,"71","172.524",2021-10-20,2021-10-20 09:24:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",199,"Pool",28,3.58,30,0,10,60,0,78.762,1
11753,"45","172.734",2021-10-20,2021-10-20 10:07:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",205,"Pool",21,2.53,10,25,15,50,0,94.834,1
11754,"61","172.215",2021-10-20,2021-10-20 10:54:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",233,"Pool",70,2.522,60,0,0,40,0,90.722,1
11755,"73","172.398",2021-10-20,2021-10-20 11:55:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",179,"Pool",63,5.009,10,0,30,60,0,49.715,1
11756,"71","172.524",2021-10-27,2021-10-27 08:42:00,"Day","October","2021","2021 Mating Season",TRUE,"Overland",176,"Pool",0,2.03,20,20,0,60,0,99.9997991,1
11757,"21","172.345",2021-10-27,2021-10-27 09:32:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",188,"Pool",11,4.12,30,0,0,70,0,91.657,1
11758,"45","172.734",2021-10-27,2021-10-27 10:12:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",201,"Pool",27,2.474,60,20,20,0,0,97.855,1
11759,"61","172.215",2021-10-27,2021-10-27 10:56:00,"Day","October","2021","2021 Mating Season",TRUE,"Underwater",234,"Pool",6,1.674,15,10,10,65,0,99.825,1
11760,"73","172.398",2021-10-27,2021-10-27 12:08:00,"Day","October","2021","2021 Mating Season",FALSE,"Underwater",162,"Pool",76,4.621,30,0,0,70,0,47.454,1
11761,"45","172.734",2021-11-05,2021-11-05 11:36:00,"Day","November","2021","2021 Dry Season",TRUE,"Underwater",206,"Run",9,2.198,25,0,0,75,0,74.279,1
11762,"73","172.398",2021-11-05,2021-11-05 13:35:00,"Day","November","2021","2021 Dry Season",FALSE,"Underwater",172,"Pool",23,2.89,20,10,0,70,0,92.512,1
11763,"73","172.398",2021-11-12,2021-11-12 16:45:00,"Day","November","2021","2021 Dry Season",TRUE,"Underwater",138,"Pool",37,1.798,30,0,0,70,0,94.249,1
10104,"25","173.435",2020-07-01,2020-07-01 09:06:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",225,"Pool",24,2.616,20,40,40,0,20,91.777,1
10106,"37","173.415",2020-07-01,2020-07-01 09:38:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",217,"Pool",18,2.613,80,20,0,0,40,85.084,1
10107,"23","172.476",2020-07-01,2020-07-01 10:02:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",200,"Pool",23,1.572,20,10,0,70,0,75.403,1
10108,"56","173.604",2020-07-01,2020-07-01 10:33:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",206,"Pool",13,2.606,80,10,10,0,20,80.929,1
10109,"58","173.514",2020-07-01,2020-07-01 11:12:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",202,"Riffle",9,2.819,10,10,50,30,10,85.429,1
10110,"61","172.215",2020-07-01,2020-07-01 11:34:00,"Day","July","2020","2020 Wet Season",TRUE,"Underwater",246,"Pool",26,5.533,10,0,0,90,10,90.541,1
10111,"32","172.454",2020-07-01,2020-07-01 12:03:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",243,"Pool",13,0.896,100,0,0,0,0,89.933,1
10112,"62","172.325",2020-07-01,2020-07-01 12:30:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",255,"Pool",17,1.579,100,0,0,0,100,94.323,1
10114,"18","173.405",2020-07-01,2020-07-01 13:36:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",191,"Pool",31,2.781,30,20,30,20,0,93.121,1
10115,"54","173.641",2020-07-01,2020-07-01 14:15:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",153,"Pool",100,2.825,10,0,0,90,0,90.31,1
10116,"54","173.641",2020-07-03,2020-07-03 20:21:00,"Night","July","2020","2020 Wet Season",TRUE,"Underwater",153,"Pool",58,2.51,10,0,20,70,10,NA,1
10117,"18","173.405",2020-07-03,2020-07-03 20:50:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",177,"Pool",30,2.781,60,20,20,0,10,NA,1
10119,"25","173.435",2020-07-03,2020-07-03 21:32:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",177,"Pool",27,3.093,30,0,30,40,10,NA,1
10120,"23","172.476",2020-07-03,2020-07-03 21:42:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",177,"Pool",4,3.093,20,0,0,80,0,NA,1
10121,"37","173.415",2020-07-03,2020-07-03 21:59:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",188,"Pool",19,2.315,60,20,0,20,20,NA,1
10122,"56","173.604",2020-07-03,2020-07-03 22:28:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",214,"Pool",27,3.736,70,0,10,20,80,NA,1
10123,"58","173.514",2020-07-03,2020-07-03 22:47:00,"Night","July","2020","2020 Wet Season",TRUE,"Underwater",227,"Pool",11,2.732,20,0,10,70,0,NA,1
10124,"61","172.215",2020-07-03,2020-07-03 23:16:00,"Night","July","2020","2020 Wet Season",TRUE,"Underwater",232,"Run",11,3.093,100,0,0,0,0,NA,1
10125,"32","172.454",2020-07-03,2020-07-03 23:37:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",239,"Pool",19,2.067,50,10,20,20,10,NA,1
10126,"62","172.325",2020-07-04,2020-07-04 00:01:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",245,"Pool",12,1.3,0,0,0,100,0,NA,1
10127,"63","172.043",2020-07-04,2020-07-04 00:23:00,"Night","July","2020","2020 Wet Season",FALSE,"Underwater",232,"Pool",17,1.673,70,10,20,0,10,NA,1
10129,"18","173.405",2020-07-07,2020-07-07 08:07:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",171,"Pool",56,0.898,10,0,30,60,40,89.262,1
10130,"37","173.415",2020-07-07,2020-07-07 08:35:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",196,"Pool",17,1.397,80,0,20,0,40,85.449,1
10131,"25","173.435",2020-07-07,2020-07-07 08:57:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",196,"Pool",9,2.936,40,0,60,0,20,99.202,1
10132,"23","172.476",2020-07-07,2020-07-07 09:02:00,"Day","July","2020","2020 Wet Season",TRUE,"Underwater",196,"Pool",45,2.936,10,0,90,0,0,91.764,1
10133,"56","173.604",2020-07-07,2020-07-07 09:26:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",219,"Pool",30,3.19,40,0,30,30,0,85.526,1
10134,"58","173.514",2020-07-07,2020-07-07 09:58:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",208,"Riffle",3,2.122,20,0,40,40,10,77.996,1
10135,"63","172.043",2020-07-07,2020-07-07 10:06:00,"Day","July","2020","2020 Wet Season",TRUE,"Underwater",238,"Pool",13,2.243,60,0,40,0,10,89.482,1
10136,"61","172.215",2020-07-07,2020-07-07 10:35:00,"Day","July","2020","2020 Wet Season",FALSE,"Underwater",222,"Pool",26,3.067,30,0,0,70,10,73.972,1
10137,"32","172.454",2020-07-07,2020-07-07 10:52:00,"Day","July","2020","2020 Wet Season",TRUE,"Underwater",234,"Pool",34,2.081,50,10,20,20,10,89.928,1
10138,"62","172.325",2020-07-07,2020-07-07 11:11:00,"Day","July","2020","2020 Wet Season",TRUE,"Underwater",245,"Pool",20,2.264,50,0,0,50,10,92.573,1
